Date,Q2i,Q2mbr,P,DO,pH2i,COD2i,NH3-N2i,pHo,CODo,NH3-No,Tempo,pHMBR,CODMBR
2022/8/29,109,70,59.1,6.7,8.7,419,261,6.1,243,2.8,35,6.1,71
2022/8/30,143,150,59.4,6.4,8.7,373,174,6.1,195,2.7,35,6.1,93
2022/8/31,191,172,58.6,6.2,8.6,287,150,6.1,181,4.3,35,6.1,87
2022/9/1,176,157,59.2,4.8,8.8,337,168,6.1,196,4.2,35,6.1,98
2022/9/2,53,167,58.4,5.3,8.5,362,149,6.2,184,4.3,35,6.2,103
2022/9/3,157,132,59.1,4.5,8.4,353,182,6.2,178,4.1,35,6.2,95
2022/9/4,54,180,58.7,4.2,8.4,326,163,6.1,184,4.2,35,6.1,102
2022/9/5,84,141,58.8,3.6,8.2,274,197,6.1,166,3.9,36,6.1,92
2022/9/6,131,103,59.5,3.7,8.6,245,112,6.1,196,13.2,36,6.1,131
2022/9/7,74,144,58.8,3.9,8.8,326,134,6.1,225,12.8,36,6.1,146
2022/9/8,103,203,58.3,5,8.6,311,146,6.2,198,8.6,36,6.1,112
2022/9/9,207,162,58.6,5.8,8.8,362,159,6.2,216,7.4,36,6.2,135
2022/9/10,151,191,58.5,6,8.6,388,172,6.2,203,6.8,36,6.2,128
2022/9/11,119,145,58.4,6,8.6,375,134,6.3,235,6.4,36,6.3,119
2022/9/12,68,86,59,6.1,8.3,348,127,6.2,226,6.3,36,6.2,126
2022/9/13,96,85,58.8,6.1,8.4,288,112,6.1,207,2.2,36,6.1,118
2022/9/14,209,117,59.1,5.8,8.5,314,152,6.1,214,1.9,36,6.1,89
2022/9/15,398,158,60.3,6.3,8.6,108,42,6.1,189,2.5,36,6.1,70
2022/9/16,52,173,58.6,6,8.6,202,102,6.1,185,2.4,36,6.1,81
2022/9/17,139,144,58.8,6.3,8.4,267,138,6.2,204,2.7,36,6.2,92
2022/9/18,143,166,58.9,6.8,8.8,326,161,6.2,198,2.6,36,6.2,102
2022/9/19,99,153,58.4,6.7,8.6,374,174,6.2,175,2.7,36,6.2,94
2022/9/20,104,100,58.3,6.8,8.8,325,153,6.2,184,2.3,36,6.2,98
2022/9/21,0,73,59.1,6.3,8.6,316,148,6.2,172,3.3,35,6.2,82
2022/9/22,0,0,59.8,6.8,8.6,301,140,6.1,190,2.9,35,6.1,71
2022/9/23,21,6,59.4,6.1,8.5,326,132,6.1,182,3.2,35,6.1,75
2022/9/24,140,74,59.1,5.5,8.5,210,153,6.2,165,3.8,35,6.2,89
2022/9/25,233,183,59.6,3,8.8,263,175,6.2,194,4.4,35,6.2,97
2022/9/26,93,158,59.4,5.5,8.7,295,166,6.2,205,4.7,35,6.2,106
2022/9/27,201,156,58.9,6,8.5,312,173,6.2,221,4.5,35,6.2,131
2022/9/28,78,179,56.4,6.4,8.7,321,167,6.2,264,4.4,35,6.2,107
2022/9/29,91,151,56.9,6.5,8.6,265,123,6.2,241,4.2,35,6.2,159
2022/9/30,57,43,58.6,6.2,8.4,299,158,6.3,275,3.9,35,6.3,157
2022/10/1,264,191,57.8,6.5,8.6,312,145,6.2,251,4.6,35,6.2,162
2022/10/2,369,253,59.2,6.3,8.7,175,81,6.2,198,7.8,35,6.2,78
2022/10/3,0,175,63.1,6.3,8.7,189,97,6.3,209,8.2,35,6.3,95
2022/10/4,0,0,69.7,5.2,8.8,268,129,6.3,215,5.8,35,6.3,103
2022/10/5,193,157,61,5.2,8.7,245,134,6.4,221,5.4,35,6.4,83
2022/10/6,249,204,58.3,6.1,8.6,216,94,6.4,231,5.7,35,6.4,94
2022/10/7,117,185,57.9,5.9,8.5,198,105,6.3,260,3.9,35,6.3,102
2022/10/8,226,214,57.5,6,8.2,230,141,6.3,241,2.8,35,6.3,73
2022/10/9,275,272,57.4,6.1,8.2,216,123,6.3,223,2.6,35,6.3,94
2022/10/10,287,241,57.9,6.3,8.2,350,54,6.3,189,2.5,35,6.3,77
2022/10/11,167,143,64.9,6.5,8.1,324,68,6.3,203,3.1,34,6.3,85
2022/10/12,56,95,61.6,6,8.8,282,113,6.3,241,2.7,34,6.3,98
2022/10/13,121,126,63.1,5.5,8.1,280,197,6.5,221,2.3,34,6.5,84
2022/10/14,78,118,64.9,5.4,8.3,278,188,6.4,234,2.2,34,6.4,75
2022/10/15,86,38,63.5,4.8,8.6,366,241,6.4,298,2.6,34,6.4,121
2022/10/16,91,87,65.2,4.9,8.2,380,118,6.4,223,1.5,34,6.4,105
2022/10/17,78,80,63.6,4.1,8.2,320,150,6.3,180,1.6,34,6.3,89
2022/10/18,147,75,65.3,3.4,8.8,355,153,6.3,177,1.5,34,6.3,77
2022/10/19,68,3,69.7,4.9,8.6,339,182,6.3,185,1.8,34,6.3,95
2022/10/20,88,107,61.9,6.7,8.7,292,169,6.3,203,2.1,34,6.3,104
2022/10/21,175,129,59.8,6.1,8.2,236,147,6.4,198,1.9,34,6.4,108
2022/10/22,212,199,57.8,5.9,8.2,243,138,6.4,187,1.7,34,6.4,85
2022/10/23,162,182,57.5,6.3,8.1,281,164,6.3,166,1.8,34,6.3,70
2022/10/24,193,236,57.8,6.2,8.6,378,143,6.4,154,2.2,34,6.4,47
2022/10/25,188,255,59.3,7,8.6,324,134,6.3,160,1.9,34,6.3,69
2022/10/26,167,75,61.7,6.9,8.8,739,700,6.3,180,2.6,34,6.3,102
2022/10/27,143,229,57.6,7.1,8.6,624,549,6.3,192,5.7,34,6.3,97
2022/10/28,172,275,57.5,7.3,8.7,375,366,6.3,206,8.9,34,6.3,69
2022/10/29,85,8,64.1,7.6,8.6,484,387,6.3,210,11.4,34,6.3,77
2022/10/30,101,113,58.1,7.8,8.8,431,397,6.3,208,11.3,34,6.3,83
2022/10/31,97,147,60.6,7.7,8.5,412,391,6.2,198,8.4,34,6.2,71
2022/11/1,68,117,66.4,7.7,8.8,407,377,6.3,203,4.1,34,6.3,103
2022/11/2,99,74,59.3,7.9,8.6,301,210,6.4,195,5.2,33,6.4,97
2022/11/3,81,91,62.3,8.1,8.1,421,183,6.4,208,5.1,33,6.4,110
2022/11/4,82,88,63.1,8,8.3,382,196,6.4,215,5.6,33,6.4,116
2022/11/5,178,188,56.9,8.1,8.4,407,215,6.4,221,5.2,33,6.4,93
2022/11/6,192,218,57,8,8.2,431,187,6.3,241,4.9,33,6.3,89
2022/11/7,0,35,68,6.2,8.3,397,195,6.3,235,4.4,33,6.3,95
2022/11/8,0,0,69.4,5.8,8.5,411,226,6.5,224,3.6,33,6.5,96
2022/11/9,29,18,68.6,7.9,8.5,428,183,6.5,152,2,33,6.8,95
2022/11/10,132,117,62.8,7.5,8.5,500,174,6.6,130,2.2,33,6.7,103
2022/11/11,206,196,58.9,6.6,8.3,210,237,6.7,105,2,33,6.8,98
2022/11/12,188,176,58.3,6.6,8.4,310,262,6.6,115,2,33,6.3,106
2022/11/13,180,178,58.7,6.1,8.5,350,253,6.2,121,1.7,33,6.6,91
2022/11/14,114,190,59.8,5,8.6,426,278,6.4,112,1.1,33,6.2,77
2022/11/15,86,149,63.2,6.8,8.4,388,378,6.4,124,1.2,33,6.3,86
2022/11/16,32,127,62.9,8,8.5,345,290,6.4,116,1.5,33,6.4,82
2022/11/17,114,170,62.5,7.2,8.3,440,303,6.4,134,1.8,33,6.4,83
2022/11/18,87,170,62.8,7.2,8.4,326,260,6.6,126,1.7,33,6.6,91
2022/11/19,217,182,62.9,5.2,8.5,415,256,6.5,147,1.6,33,6.5,86
2022/11/20,202,143,63.4,5.8,8.6,375,271,6.5,162,2,33,6.5,93
2022/11/21,110,216,62.9,6.3,8.8,391,227,6.4,157,2.2,33,6.4,101
2022/11/22,38,187,62.8,7.4,8.7,350,312,6.3,135,2.1,33,6.3,89
2022/11/23,0,124,63.5,7.9,8.4,325,295,6.5,144,2.2,33,6.4,92
2022/11/24,15,15,68.4,8.2,8.5,361,280,6.4,165,2.7,33,6.4,107
2022/11/25,65,71,63.4,7.6,8.3,395,310,6.5,150,1.8,33,6.5,92
2022/11/26,59,187,61.6,6.8,8.5,434,247,6.6,151,1.9,32,6.6,95
2022/11/27,91,124,63,6.7,8.4,412,250,6.6,156,1.8,32,6.6,89
2022/11/28,97,80,63.2,5.9,8.5,415,192,6.5,210,2,32,6.5,106
2022/11/29,60,86,59.4,5.1,8.7,387,213,6.5,195,2.1,32,6.5,101
2022/11/30,63,0,58.9,2.9,8.6,421,274,6.5,214,1.9,32,6.5,98
2022/12/1,148,143,59.3,1.1,8.5,465,321,6.4,241,1.8,32,6.4,121
2022/12/2,108,247,58.9,2.2,8.6,620,325,6.4,208,3.3,32,6.4,124
2022/12/3,140,136,62.4,0.6,8.4,505,264,6.3,225,2.9,32,6.3,130
2022/12/4,234,251,59.8,0.1,8.5,480,281,6.4,235,6.5,32,6.4,121
2022/12/5,145,269,58.9,3.9,8.2,380,360,6.5,215,2.6,31,6.5,125
2022/12/6,99,269,58.8,7,8.6,520,450,6.5,221,2.3,31,6.5,132
2022/12/7,197,255,58.9,2.4,8.4,496,433,6.4,232,2.2,31,6.4,127
2022/12/8,196,245,58.9,2.3,8.3,425,378,6.4,244,2.7,31,6.4,132
2022/12/9,155,250,58.9,6.5,8.5,451,355,6.5,253,2.3,31,6.5,124
2022/12/10,57,246,58.7,7,8.4,447,265,6.4,268,2.6,31,6.4,147
2022/12/11,30,280,59.3,7.4,8.6,395,257,6.6,290,2.9,31,6.6,173
2022/12/12,131,249,59.3,7.3,8.5,394,275,6.6,258,3.6,31,6.6,154
2022/12/13,68,245,59,7.6,8.5,280,158,6.6,266,3.8,31,6.6,163
2022/12/14,110,14,69.1,6.5,8.5,326,189,6.6,278,3.4,31,6.6,156
2022/12/15,98,81,65.2,6.9,8.7,375,211,6.7,296,3.7,31,6.7,147
2022/12/16,77,0,69.1,6.4,8.5,410,298,6.7,235,3.5,31,6.7,135
2022/12/17,128,0,68,8.2,8.4,356,274,6.7,255,3.6,31,6.7,125
2022/12/18,159,0,69.5,5.4,8.6,380,256,6.6,229,2.6,31,6.6,131
2022/12/19,181,135,63.3,7.1,8.7,443,110,6.5,261,2.7,31,6.5,126
2022/12/20,173,136,63.4,6.9,8.6,390,121,6.5,255,3,31,6.5,122
2022/12/21,202,162,63.3,6.8,8.6,282,86,6.5,223,3.5,30,6.5,145
2022/12/22,178,183,63.1,5.2,8.6,325,112,6.5,219,3.4,30,6.5,132
2022/12/23,104,281,60.1,5.1,8.4,312,163,6.6,221,3.5,30,6.5,142
2022/12/24,89,147,62.9,6.2,8.7,354,138,6.7,254,3.4,30,6.7,123
2022/12/25,114,131,62.7,6.5,8.5,332,145,6.7,242,3.1,30,6.7,135
2022/12/26,90,134,65.3,6.7,8.6,361,205,6.6,230,2.9,30,6.6,123
2022/12/27,67,123,51.7,7,8.4,351,195,6.7,245,3,30,6.7,128
2022/12/28,106,0,38.2,7,8.6,385,107,6.7,263,2.8,30,6.7,138
2022/12/29,114,0,37,5.6,8.3,346,152,6.7,242,2.9,30,6.7,125
2022/12/30,56,0,38,7.9,8.4,291,167,6.5,261,2.1,30,6.5,163
2022/12/31,30,0,39,8.5,8.6,315,174,6.5,273,2.4,30,6.5,170
2023/1/1,120,0,38.9,8.4,8.7,325,198,6.7,283,2.5,30,6.7,176
2023/1/2,59,0,36.7,8.6,8.4,346,186,6.5,274,2.3,30,6.5,185
2023/1/3,120,0,37.5,8.3,8.5,333,205,6.6,210,1.4,30,6.6,199
2023/1/4,72,0,39.3,8.2,8.7,360,185,6.5,230,1.3,30,6.5,167
2023/1/5,73,0,39.1,8.4,8.6,380,156,6.5,228,1.5,29,6.5,181
2023/1/6,99,0,39.8,8.5,8.6,280,161,6.5,221,1.6,29,6.5,165
2023/1/7,69,0,39.2,8.5,8.6,325,179,6.4,230,1.6,29,6.4,157
2023/1/8,97,0,40,8.7,8.3,360,192,6.4,242,1.7,29,6.4,160
2023/1/9,82,0,36.8,8.7,8.4,355,175,6.4,232,1.8,29,6.4,153
2023/1/10,49,0,36.3,9.2,8.5,348,189,6.4,241,1.9,29,6.4,148
2023/1/11,96,0,35.9,8.7,8.3,405,210,6.3,230,2,29,6.3,167
2023/1/12,73,0,19.6,8.5,8.6,380,182,6.2,266,2.1,29,6.2,174
2023/1/13,122,171,17.3,7.2,8.5,350,191,6.3,255,2,28,6.2,162
2023/1/14,154,165,23.2,7.7,8.4,789,211,6.2,232,6.5,28,6.2,121
2023/1/15,137,0,27,8.7,8.6,722,268,6.3,246,6.1,28,6.3,135
2023/1/16,164,114,24.8,3.5,8.7,685,484,6.4,251,5.8,28,6.4,140
2023/1/17,209,0,37.9,3.7,8.5,564,448,6.2,235,5.9,28,6.2,131
2023/1/18,122,0,37.2,8.8,8.4,475,444,6.4,251,5.4,28,6.4,115
2023/1/19,137,43,31.3,9,8.1,596,450,6.7,199,14,28,6.5,125
2023/1/20,204,0,38.5,8.9,8.5,455,308,6.6,145,2.1,28,6.6,112
2023/1/21,126,0,36.3,4,8.2,421,288,6.6,185,2.9,28,6.6,121
2023/1/22,121,56,30.5,1.8,8.2,395,207,6.7,175,2.8,28,6.7,109
2023/1/23,39,200,16.6,7.9,8.6,437,253,6.7,194,2.8,28,6.7,113
2023/1/24,0,52,37.5,8.9,8.4,411,229,6.8,206,3.1,28,6.8,125
2023/1/25,0,0,38,9.1,8.3,420,237,6.7,241,3.2,28,6.7,115
2023/1/26,0,0,38.4,9.1,8.3,396,225,6.6,230,3,28,6.6,137
2023/1/27,53,0,38.4,9.3,8.5,473,238,6.6,226,2.8,28,6.6,120
2023/1/28,95,0,39.2,9.2,8.3,402,212,6.6,239,2.6,28,6.6,121
2023/1/29,72,22,35.4,8.3,8.4,473,238,6.6,245,2.7,28,6.6,108
2023/1/30,114,162,20.1,5,8.6,396,219,6.6,215,2.8,28,6.6,136
2023/1/31,83,0,38.7,5.5,8.3,434,241,6.7,228,2.9,28,6.7,127
2023/2/1,248,0,39,3.1,8.6,473,214,6.7,247,3.5,28,6.7,144
2023/2/2,144,59,30.8,5.6,8.5,452,241,6.7,231,3.3,28,6.7,134
2023/2/3,168,151,23.2,5.2,8.7,432,234,6.7,222,2.9,28,6.7,128
2023/2/4,181,21,36.3,4.9,8.6,398,289,6.6,246,3.2,28,6.6,135
2023/2/5,335,0,35.3,2.5,8.4,405,264,6.6,251,3,28,6.7,127
2023/2/6,164,88,31,5.7,8.5,431,173,6.4,232,2.8,28,6.4,118
2023/2/7,135,0,38.6,5.7,8.5,389,195,6.4,223,2.9,28,6.4,121
2023/2/8,99,0,36.3,2.9,8.3,412,207,6.5,237,2.8,28,6.5,129
2023/2/9,65,0,36.8,0,8.6,437,224,6.5,243,2.7,28,6.5,116
2023/2/10,137,5,35,0,8.4,425,234,6.5,235,2.6,28,6.5,132
2023/2/11,223,0,36.6,3.4,8.5,418,242,6.5,247,2.8,28,6.5,125
2023/2/12,57,0,33.1,6.8,8.4,438,217,6.8,269,4.4,28,6.8,131
2023/2/13,74,11,38.1,6.3,8.4,356,201,7,212,4.5,28,7,81
2023/2/14,107,0,38.1,6.9,8.5,420,236,7,223,4.6,28,7,86
2023/2/15,127,0,37.9,8,8.5,455,267,7,175,4.5,28,7,95
2023/2/16,147,0,38.1,8,8.6,419,233,7,196,3.8,28,7,107
2023/2/17,191,0,38,6.2,8.3,462,274,7,223,4.2,28,7,115
2023/2/18,147,0,38,6.9,8.5,427,238,7,215,3.9,28,7,103
2023/2/19,199,0,33.1,6.6,8.4,395,225,7,226,3.7,28,7,106
2023/2/20,160,0,38.1,5.6,8.2,436,213,7,254,3.1,28,7,120
2023/2/21,151,0,38.4,4.4,8.3,371,223,7,269,2.9,28,7,128
2023/2/22,198,162,24.2,3.8,8.4,321,210,6.5,252,3.2,28,6.5,115
2023/2/23,183,184,24,1.9,8.4,410,241,6.4,185,2.9,28,6.4,82
2023/2/24,85,164,23.7,1.7,8.6,436,227,6.5,201,3.1,28,6.5,97
2023/2/25,87,20,22.7,6,8.3,582,215,6.5,219,3.5,28,6.5,113
2023/2/26,120,68,27.9,6.5,8.5,568,274,6.8,240,3.4,28,6.8,125
2023/2/27,166,277,15.9,4.4,8.6,541,247,6.7,227,3.3,28,6.7,112
2023/2/28,134,24,39.1,5.7,8.5,482,221,6.6,212,2.8,28,6.6,96
2023/3/1,164,0,37.8,6,8.6,448,180,7.6,232,2.5,28,7.6,89
2023/3/2,148,204,16.5,6.4,8.2,1579,274,7.4,185,2.2,28,7.4,79
2023/3/3,162,214,18.5,5.1,8.2,684,196,7.5,189,2.4,28,7.5,96
2023/3/4,173,150,26.8,3.5,8.5,862,218,7.5,206,2.6,28,7.5,103
2023/3/5,81,196,16.6,4.4,8.6,949,236,7.5,221,2.8,28,7.5,115
2023/3/6,143,263,17.5,1.2,8.5,844,287,7.5,241,2.7,28,7.5,108
2023/3/7,107,279,19.7,0,8.4,787,247,7.5,274,2.9,28,7.5,114
2023/3/8,161,268,21.3,1.9,8.5,602,269,7.5,280,4.6,29,7.5,111
2023/3/9,161,281,20.1,0,8.7,713,323,7.5,297,6.6,30,7.5,133
2023/3/10,149,329,20.1,3.3,8.6,750,290,7.5,250,5.5,30,7.5,122
2023/3/11,75,223,22.2,4.4,8.8,1491,366,7.5,234,6.1,30,7.5,129
2023/3/12,116,282,21.6,4.4,8.5,1376,348,7.5,263,5.7,30,7.5,137
2023/3/13,39,276,21.4,6.1,8.4,1038,314,7.5,281,5.3,30,7.5,124
2023/3/14,139,273,20,3.3,8.5,1596,347,7.5,274,5.1,30,7.5,112
2023/3/15,79,275,18.1,3,8.6,1437,326,7.5,268,4.7,30,7.5,131
2023/3/16,106,120,29.5,4.2,8.4,1503,407,7.6,298,3.1,30,7.6,145
2023/3/17,58,152,25.7,4.7,8.3,1175,249,7.7,303,2.9,30,7.7,108
2023/3/18,190,56,31.2,3.4,8.4,1423,412,7.7,211,2.8,31,7.7,105
2023/3/19,90,233,17.2,2.6,8.3,1275,351,7.8,232,2.7,31,7.8,120
2023/3/20,198,194,22.4,2.9,8.5,1368,376,7.8,246,2.9,31,7.8,114
2023/3/21,142,181,18.3,2.4,8.2,1420,327,7.7,268,3.3,31,7.7,131
2023/3/22,156,275,17.8,2.6,8.4,1341,347,7.7,247,3.2,31,7.7,147
2023/3/23,171,255,16.6,3.1,8.3,1422,364,7.7,259,3.4,31,7.7,135
2023/3/24,87,135,22.2,3.1,8.5,1266,322,7.7,233,3.1,31,7.7,113
2023/3/25,151,142,18.8,1,8.4,1142,342,7.8,240,2.8,32,7.8,122
2023/3/26,173,211,17.7,0.8,8.6,1353,361,7.8,263,3.3,32,7.8,128
2023/3/27,177,214,17.2,1.9,8.3,1377,345,7.8,233,3.1,32,7.8,127
2023/3/28,135,180,17.2,1.5,8.5,1224,317,7.8,258,3.3,32,7.8,133
2023/3/29,187,224,17.9,0.4,8.2,1352,376,7.8,265,3.4,32,7.8,126
2023/3/30,155,232,17.1,0.6,8.4,1421,384,7.8,275,3.2,32,7.8,135
2023/3/31,187,246,17.7,0.3,8.2,1320,375,7.8,247,3.1,32,7.8,123
2023/4/1,210,261,19.2,0.1,8.4,1341,307,7.9,280,3.1,33,7.9,127
2023/4/2,250,251,20.6,0,8.6,1243,326,7.9,269,3.1,33,7.9,135
2023/4/3,203,257,20.8,0,8.5,1355,317,8,255,4.6,33,8,110
2023/4/4,224,275,19.6,0,8.5,1195,340,8,243,3.5,33,8,128
2023/4/5,159,273,19.6,0,8.3,1259,328,8,261,5.8,34,8,115
2023/4/6,259,268,19.5,0,8.4,1324,359,8,288,6.7,34,8,122
2023/4/7,157,271,18.7,3.1,8.5,1347,377,8,277,6.1,34,8,134
2023/4/8,218,274,18.7,4.1,8.3,1421,325,8,278,5.9,32,8,121
2023/4/9,288,276,18.8,5.7,8.6,1158,298,8,288,5.3,32,8,126
2023/4/10,209,277,19.2,5,8.5,1280,315,8,269,4.1,32,8,114
2023/4/11,212,268,19.7,3.9,8.5,1035,332,8,233,3.9,32,8,121
2023/4/12,198,272,20.1,2,8.4,1211,299,8.1,211,4,32,8.1,96
2023/4/13,166,272,19.3,1.2,8.6,1148,282,8.1,226,4.1,32,8.1,113
2023/4/14,209,268,19.1,0.8,8.2,1362,335,8.1,247,3.8,32,8.1,105
2023/4/15,180,269,18.8,1.3,8.3,1220,303,8.1,261,3.3,32,8.1,95
2023/4/16,210,271,18.4,2,8.5,1354,322,8.1,245,3.2,32,8.1,102
2023/4/17,188,272,19,1.7,8.6,1367,304,8.1,222,2.9,32,8.1,89
2023/4/18,167,264,20,2,8.5,1220,323,8.1,239,2.8,32,8.1,110
2023/4/19,228,260,20.3,1,8.5,1243,332,8.1,211,2.7,32,8.1,98
2023/4/20,182,258,20.2,1.8,8.4,1361,360,8.1,222,2.9,32,8.1,105
2023/4/21,188,259,20.1,1.1,8.6,1255,318,8.1,246,3.2,32,8.1,117
2023/4/22,171,259,20.2,1.4,8.3,1326,352,8.1,263,3.5,32,8.1,124
2023/4/23,188,258,21.1,1.9,8.5,1421,347,8.1,252,3.2,32,8.1,107
2023/4/24,172,256,19.5,1.1,8.4,1344,351,8.1,274,3.1,32,8.1,113
2023/4/25,184,260,19.6,1.9,8.5,1183,322,8.1,260,2.9,32,8.1,106
2023/4/26,176,264,20.8,2.3,8.5,1425,354,8.1,251,2.8,32,8.1,91
2023/4/27,316,250,21.3,1.7,8.7,1246,328,8,266,2.9,32,8,102
2023/4/28,183,272,21.5,2.2,8.6,1195,341,8.2,215,3.3,32,8,100
2023/4/29,181,251,21.1,3.2,8.4,1324,355,8.2,241,3.6,32,8.2,105
2023/4/30,168,261,20.5,2.9,8.7,1363,312,8.1,264,3.5,32,8.1,96
2023/5/1,236,256,20.3,2.9,8.5,1213,312,8.1,274,3.2,32,8.1,106
2023/5/2,168,259,19.9,3.5,8.4,1347,346,8.1,265,3.1,32,8.1,102
2023/5/3,120,250,18.9,3.3,8.5,1275,333,8.1,240,3,32,8.1,98
2023/5/4,124,260,18.8,2.5,8.4,1255,342,8.1,232,2.9,32,8.1,96
2023/5/5,137,251,18.2,1.6,8.5,1341,354,8,211,3.2,33,8,95
2023/5/6,93,219,17.5,3.9,8.5,1211,332,8,226,3.7,33,8,119
2023/5/7,136,157,18.2,5,8.6,1282,367,8,244,3.4,33,8,105
2023/5/8,128,80,15.3,6.3,8.6,1584,412,8,259,4.1,33,8,121
2023/5/9,154,0,24.1,6.4,8.5,1471,374,8,247,4.2,33,8,124
2023/5/10,178,0,27.6,6.4,8.4,1524,364,8,254,3.9,33,8,121
2023/5/11,215,0,31.9,7,8.3,1568,401,8,267,4.3,33,8,110
2023/5/12,166,0,33.8,3.9,8.5,1350,368,8,296,3.8,34,8,124
2023/5/13,185,142,22.9,4.7,8.5,1260,355,8,288,3.9,34,8,118
2023/5/14,127,125,18.7,5.8,8.5,4999,1165,8,298,6.5,35,8,157
2023/5/15,143,5,18.3,6.8,8.5,4736,1039,8,274,5.4,35,8,141
2023/5/16,105,0,18.2,7.5,8.3,2697,675,8,264,5.8,35,8,155
2023/5/17,86,32,18.4,7.5,8.4,2474,854,8,257,5.4,35,8,140
2023/5/18,130,0,19.4,7.3,8.6,3266,544,8,264,5.2,35,8,138
2023/5/19,105,0,19.2,8,8.9,3890,788,8.1,295,4.6,35,8.1,148
2023/5/20,193,0,18.9,7.2,8.9,2975,534,8.2,288,4.2,35,8.2,107
2023/5/21,217,0,20.3,7.2,8.9,3246,436,8.2,255,4.1,35,8.2,113
2023/5/22,159,0,19.7,7.1,8.9,2956,386,8.2,234,4.3,35,8.2,100
2023/5/23,125,0,19.2,7.6,8.5,2749,402,8.2,266,4.6,35,8.2,117
2023/5/24,176,0,19,8.3,8.3,3051,367,8.1,274,4.4,35,8.1,122
2023/5/25,198,1,18.9,8,8.5,2954,424,8.1,283,4.2,35,8.1,124
2023/5/26,193,1,19.2,7.9,8.9,2474,143,8.1,294,4.1,35,8.1,107
2023/5/27,181,0,20.2,7.7,8.8,2656,229,8.1,288,3.3,35,8.1,102
2023/5/28,170,0,19.8,7.8,8.7,703,132,8,290,2.8,35,8,105
2023/5/29,226,0,19.6,7.6,8.7,1255,142,8,256,2.6,36,8,115
2023/5/30,179,0,20,7.4,8.7,936,301,8,266,2.5,36,8,125
2023/5/31,171,6,19.2,7.8,8.5,741,268,8,274,2.8,36,8,131
2023/6/1,172,3,20.3,7.6,8.6,687,296,8,266,3,36,8,140
2023/6/2,123,0,19.2,8.1,8.5,584,235,8,274,3.2,36,8,135
2023/6/3,197,0,18.4,8.1,8.3,540,247,8,269,3.1,36,8,131
2023/6/4,152,0,21.8,8.3,8.5,663,270,7.9,287,3.2,35,7.9,128
2023/6/5,220,0,30.7,7.1,8.5,590,312,7.9,256,3.5,35,7.9,101
2023/6/6,188,0,33.5,6.3,8.5,690,320,7.9,262,3.4,35,7.9,106
2023/6/7,69,0,34.3,6.6,8.5,633,290,7.8,249,3.6,35,7.8,99
2023/6/8,47,53,28.7,6.5,8.6,618,275,7.8,255,3.3,35,7.8,108
2023/6/9,164,165,19.2,8.2,8.3,547,258,7.8,261,3.2,35,7.8,101
2023/6/10,170,93,19.2,5.7,8.5,521,237,7.8,254,3.1,35,7.8,105
2023/6/11,178,115,20.8,6.7,8.4,604,247,7.8,244,3.2,35,7.8,112
2023/6/12,169,280,20.8,7.3,8.5,485,225,7.8,260,3,35,7.8,57
2023/6/13,155,279,18.6,7.3,8.2,552,268,7.8,249,2.8,35,7.8,88
2023/6/14,218,159,17.8,6.6,8.4,410,225,7.8,264,2.4,35,7.8,90
2023/6/15,220,89,17.2,7.3,8.6,333,137,7.4,274,2.3,35,7.4,43
2023/6/16,127,182,18.5,7.5,8.9,702,133,7.3,183,3.5,35,7.3,70
2023/6/17,178,223,16.4,7.2,8.7,526,192,7.3,165,3.1,35,7.3,71
2023/6/18,245,237,15.9,7.2,8.7,456,144,7.2,174,3.2,35,7.1,50
2023/6/19,163,172,18.5,7.2,8.9,543,145,7.1,176,2.3,35,7.1,85
2023/6/20,140,169,19.2,7,8.9,280,161,7.1,159,2.2,36,7.1,40
2023/6/21,203,248,17.9,6.2,8.9,771,240,7.1,166,2,36,7.1,54
2023/6/22,191,251,16,4.9,8.7,431,198,7.1,155,1.8,36,7.1,61
2023/6/23,197,188,16.6,3.5,8.7,652,261,7.1,161,2.1,37,7.1,97
2023/6/24,200,201,16.4,2.5,8.5,701,305,6.9,155,1.9,37,6.9,47
2023/6/25,208,99,17.7,4.1,8.6,575,288,6.5,168,2.2,37,6.2,45
2023/6/26,191,206,16.4,2,8.4,673,361,6.2,152,2.3,37,6.1,56
2023/6/27,208,250,15.3,0.5,8.3,524,325,7,169,2.7,37,7,75
2023/6/28,209,192,15.9,0.5,7.9,350,294,6.5,180,5.4,36,6.3,63
2023/6/29,156,179,16.5,0,8.9,413,264,6.3,167,5.6,36,6.2,59
2023/6/30,214,151,17.8,1.4,8.5,380,310,6.5,179,9.5,38,6.5,78
2023/7/1,175,174,17.1,0.9,8.5,320,290,6.6,211,3.9,38,6.6,81
2023/7/2,128,191,16.5,2.2,8.6,368,312,6.8,233,4.3,38,6.7,71
2023/7/3,202,298,16.7,3.4,8.3,342,275,6.9,268,3.4,38,6.9,80
2023/7/4,186,46,17.4,3.1,8.5,324,247,7,245,3.2,38,7,85
2023/7/5,181,225,16,4.9,8.8,361,272,7,234,3.4,37,7,92
2023/7/6,174,150,16.5,2.8,8.6,437,286,6.6,220,3.2,36,6.6,59
2023/7/7,171,229,16.6,2.5,8.7,385,287,6.5,210,3.1,36,6.5,66
2023/7/8,198,207,16.3,4.2,8.7,463,272,6.6,199,3.6,36,6.6,75
2023/7/9,196,190,16.7,2.9,8.5,351,212,6.6,211,3.2,36,6.6,58
